1	0.220557	0.636364	0.538462	0.777778
2	0.186543	0.608696	0.500000	0.777778
3	0.533076	0.800000	1.000000	0.666667
4	0.909757	0.800000	1.000000	0.666667
5	0.860549	0.800000	1.000000	0.666667
6	0.898713	0.800000	1.000000	0.666667
7	0.887567	0.800000	1.000000	0.666667
8	0.839169	0.800000	1.000000	0.666667
9	0.855643	0.800000	1.000000	0.666667
10	0.860503	0.800000	1.000000	0.666667
11	0.787889	0.800000	1.000000	0.666667
12	0.831290	0.800000	1.000000	0.666667
13	0.705060	0.800000	1.000000	0.666667
14	0.794872	0.800000	1.000000	0.666667
15	0.806040	0.800000	1.000000	0.666667
16	0.873868	0.800000	1.000000	0.666667
17	0.813976	0.800000	1.000000	0.666667
18	0.874540	0.800000	1.000000	0.666667
19	0.786080	0.800000	1.000000	0.666667
20	0.873539	0.800000	1.000000	0.666667
